Date,Building,Chilled Water (kWh),Cooling (kWh),Domestic Cold Water (m3),Electricity (kWh),Heating (kWh),Heating Water (kWh),Natural Gas (kWh)
2018-11-30,B2,,"3,815.79",98.78,"11,796.40","38,175.03",,"2,222.22"
2018-11-30,B3,0,,58,"5,545.70",,"13,163.90",0
2018-11-30,B4,0,,24.9,"7,970.71",,"9,436.12",0
2018-11-30,B5,477.71,,35.79,"2,076.54",,"2,925.00",0
2018-11-30,B6,0,,5.5,"3,360.19",,"16,763.90",241.67
2018-12-01,B1,,"4,859.12",2.49,"10,809.76","16,277.79",,0
2018-12-01,B2,,"3,302.91",72.39,"9,102.05","33,400.03",,"2,100.00"
2018-12-01,B3,0,,37.9,"6,047.05",,"12,150.01",0
2018-12-01,B4,0,,2.6,"7,717.87",,"7,563.89",0
2018-12-01,B5,489.43,,39.73,"2,119.74",,"3,097.22",0
2018-12-01,B6,0,,0.3,"3,320.97",,"17,030.57",347.22
2018-12-02,B1,,"4,873.77",0.01,"12,891.28","16,544.46",,0
2018-12-02,B2,,"3,651.67",65.72,"8,926.40","31,433.36",,"2,047.22"
2018-12-02,B3,0,,38.3,"7,097.93",,"14,161.12",0
2018-12-02,B4,0,,2.1,"10,158.79",,"7,455.56",0
2018-12-02,B5,515.81,,28.02,"2,043.02",,"3,302.78",0
2018-12-02,B6,0,,0.5,"4,016.64",,"16,736.12",338.89
2018-12-03,B1,,"4,777.06",12.32,"13,120.01","18,502.79",,0
2018-12-03,B2,,"4,223.15",88.45,"11,905.31","36,977.81",,"2,172.22"
2018-12-03,B3,0,,80.9,"7,063.18",,"14,158.34",0
2018-12-03,B4,0,,31.3,"10,213.53",,"10,311.12",0
2018-12-03,B5,492.36,,33.3,"2,048.05",,"3,416.67",0
2018-12-03,B6,0,,7.6,"4,012.39",,"17,283.35",266.67
2018-12-04,B1,,"4,973.42",8.88,"12,871.01","18,694.46",,0
2018-12-04,B2,,"4,223.15",86.66,"11,941.60","39,533.36",,"2,200.00"
2018-12-04,B3,0,,61.2,"7,345.29",,"14,083.34",0
2018-12-04,B4,0,,31.5,"10,230.92",,"10,613.90",0
2018-12-04,B5,439.61,,25.3,"2,005.78",,"3,483.34",0
2018-12-04,B6,0,,7.5,"3,926.31",,"17,544.46",275.0
2018-12-05,B1,,"4,750.68",7.08,"13,092.10","22,466.68",,0
2018-12-05,B2,,"4,580.70",93.5,"11,983.98","41,463.92",,"2,180.56"
2018-12-05,B3,0,,69.2,"7,118.06",,"16,038.90",0
2018-12-05,B4,0,,33.4,"10,271.11",,"11,363.90",0
2018-12-05,B5,436.68,,31.43,"2,040.00",,"4,313.89",0
2018-12-05,B6,0,,6.8,"3,990.83",,"18,447.24",200.0
2018-12-06,B1,,"4,935.32",4.73,"12,781.05","23,644.46",,0
2018-12-06,B2,,"4,510.36",86.82,"12,117.75","41,577.81",,"2,369.45"
2018-12-06,B3,0,,61.2,"6,794.60",,"16,061.12",0
2018-12-06,B4,0,,29.7,"9,608.77",,"11,811.12",0
2018-12-06,B5,442.54,,24.63,"2,037.59",,"4,666.67",0
2018-12-06,B6,0,,5.8,"3,930.44",,"19,288.90",316.67
2018-12-07,B1,,"5,061.34",12.25,"11,015.42","19,911.13",,0
2018-12-07,B2,,"4,314.01",88.31,"11,987.36","40,519.48",,"2,205.56"
2018-12-07,B3,0,,59,"5,585.73",,"15,100.01",0
2018-12-07,B4,0,,24.8,"7,835.00",,"10,519.45",0
2018-12-07,B5,395.65,,24.97,"1,987.90",,"3,877.78",0
2018-12-07,B6,0,,5.4,"3,388.23",,"18,533.35",358.33
2018-12-08,B1,,"4,771.20",0.04,"10,988.12","18,575.01",,0
2018-12-08,B2,,"3,663.39",74.8,"9,374.56","32,261.14",,"2,166.67"
2018-12-08,B3,0,,37.7,"6,058.29",,"12,777.79",0
2018-12-08,B4,0,,4.7,"7,564.17",,"8,016.67",0
2018-12-08,B5,427.88,,25.06,"2,054.23",,"3,297.22",0
2018-12-08,B6,0,,0.5,"3,305.14",,"17,911.13",355.56
2018-12-09,B1,,"4,621.73",0.98,"12,445.41","14,891.68",,0
2018-12-09,B2,,"3,329.29",69.72,"9,044.62","31,650.03",,"2,155.56"
2018-12-09,B3,0,,38.1,"6,701.40",,"12,700.01",0
2018-12-09,B4,0,,4.5,"9,654.81",,"7,208.34",0
2018-12-09,B5,392.72,,28.73,"2,048.61",,"2,727.78",0
2018-12-09,B6,0,,0.2,"3,821.02",,"16,552.79",222.22
2018-12-10,B1,,"4,791.71",3.67,"12,453.20","12,322.23",,0
2018-12-10,B2,,"3,669.25",90.54,"12,089.76","33,572.25",,"2,227.78"
2018-12-10,B3,0,,52.6,"6,716.47",,"11,191.68",0
2018-12-10,B4,0,,24.3,"9,812.74",,"9,136.12",0
2018-12-10,B5,565.63,,25.61,"2,025.11",,"1,797.22",0
2018-12-10,B6,0,,7.2,"3,884.76",,"14,950.01",163.89
2018-12-11,B1,,"4,958.76",8.89,"12,218.33","14,872.23",,0
2018-12-11,B2,,"3,921.29",89.24,"12,058.51","43,580.59",,"2,194.45"
2018-12-11,B3,0,,51.5,"6,873.59",,"12,155.57",0
2018-12-11,B4,0,,21.3,"9,739.38",,"9,766.67",0
2018-12-11,B5,448.4,,25.01,"2,076.67",,"2,772.22",0
2018-12-11,B6,0,,4.8,"3,912.44",,"16,352.79",197.22
2018-12-12,B1,,"5,146.33",2.3,"12,311.80","13,833.34",,0
2018-12-12,B2,,"3,842.16",86.56,"12,171.52","43,241.70",,"2,161.11"
2018-12-12,B3,0,,51.8,"6,582.48",,"12,427.79",0
2018-12-12,B4,0,,16.5,"9,510.42",,"9,550.01",0
2018-12-12,B5,471.84,,27.26,"2,142.33",,"2,561.11",0
2018-12-12,B6,0,,4.5,"3,941.21",,"16,244.46",169.44
2018-12-13,B1,,"5,114.09",1.71,"12,597.84","13,158.34",,0
2018-12-13,B2,,"3,792.34",88.98,"12,082.02","42,025.03",,"2,202.78"
2018-12-13,B3,0,,50.2,"6,413.79",,"11,580.56",0
2018-12-13,B4,0,,16.5,"8,705.37",,"9,738.90",0
2018-12-13,B5,483.57,,24.24,"2,126.85",,"2,100.00",0
2018-12-13,B6,0,,3.9,"3,909.27",,"16,027.79",152.78
2018-12-14,B1,,"4,999.79",3.5,"11,054.95","10,102.79",,0
2018-12-14,B2,,"3,607.70",82.75,"12,217.97","33,877.80",,"2,241.67"
2018-12-14,B3,0,,51,"5,937.68",,"9,341.67",0
2018-12-14,B4,0,,13.3,"7,427.93",,"8,577.78",0
2018-12-14,B5,715.09,,28.36,"2,048.89",,"1,502.78",0
2018-12-14,B6,0,,3.6,"3,422.03",,"14,947.23",119.44
2018-12-15,B1,,"5,090.64",6.71,"10,665.75","12,786.12",,0
2018-12-15,B2,,"3,305.84",69.3,"10,873.62","34,077.81",,"2,144.45"
2018-12-15,B3,0,,41.9,"5,900.70",,"11,997.23",0
2018-12-15,B4,0,,5.1,"7,491.14",,"6,786.12",0
2018-12-15,B5,471.84,,21.85,"1,999.76",,"2,055.56",0
2018-12-15,B6,0,,0.5,"3,364.89",,"15,794.46",233.33
2018-12-16,B1,,"5,020.31",0.02,"12,656.33","15,152.79",,0
2018-12-16,B2,,"3,387.90",59.93,"9,555.12","34,669.47",,"2,127.78"
2018-12-16,B3,0,,37.6,"6,367.42",,"13,294.46",0
2018-12-16,B4,0,,1.6,"9,353.02",,"7,250.01",0
2018-12-16,B5,492.36,,22.12,"2,027.49",,"2,572.22",0
2018-12-16,B6,0,,0.3,"3,940.89",,"16,033.35",275.0
2018-12-17,B1,,"5,023.24",2.83,"12,556.42","11,838.90",,0
2018-12-17,B2,,"3,549.09",75.0,"12,366.94","35,402.81",,"2,191.67"
2018-12-17,B3,0,,50.2,"6,252.08",,"10,213.90",0
2018-12-17,B4,0,,11.8,"9,330.99",,"9,066.67",0
2018-12-17,B5,767.85,,21.7,"1,968.85",,"1,750.00",0
2018-12-17,B6,0,,6.9,"3,851.78",,"15,425.01",147.22
2018-12-18,B1,,"5,032.03",3.38,"12,655.27","11,638.90",,0
2018-12-18,B2,,"3,642.87",63.12,"11,930.87","34,177.81",,"1,750.00"
2018-12-18,B3,0,,47.2,"6,433.00",,"10,688.90",0
2018-12-18,B4,0,,11.2,"9,441.15",,"9,080.56",0
2018-12-18,B5,545.11,,20.64,"1,941.80",,"1,447.22",0
2018-12-18,B6,0,,3.6,"3,879.83",,"15,500.01",144.44
2018-12-19,B1,,"4,853.26",10.65,"12,391.63","11,955.57",,0
2018-12-19,B2,,"3,648.73",78.51,"12,026.45","32,438.91",,141.67
2018-12-19,B3,0,,47.6,"6,090.76",,"11,350.01",0
2018-12-19,B4,0,,11.3,"9,309.67",,"9,202.79",0
2018-12-19,B5,483.57,,26.19,"1,989.85",,"1,472.22",0
2018-12-19,B6,0,,4.7,"3,798.88",,"15,747.23",155.56
2018-12-20,B1,,"4,809.30",3.4,"11,976.12","11,436.12",,0
2018-12-20,B2,,"3,601.84",57.18,"11,997.32","34,275.03",,480.56
2018-12-20,B3,0,,47.1,"5,946.61",,"10,627.79",0
2018-12-20,B4,0,,8.2,"8,681.98",,"9,216.67",0
2018-12-20,B5,457.19,,19.22,"1,766.92",,"1,258.33",0
2018-12-20,B6,0,,3.4,"3,677.38",,"15,480.57",147.22
2018-12-21,B1,,"4,876.70",2.37,"10,699.94","12,836.12",,0
2018-12-21,B2,,"3,897.85",54.7,"11,455.70","34,400.03",,625
2018-12-21,B3,0,,42.1,"5,113.82",,"12,402.79",0
2018-12-21,B4,0,,4.1,"7,128.64",,"9,080.56",0
2018-12-21,B5,436.68,,17.42,"1,718.12",,"1,294.45",0
2018-12-21,B6,0,,2.6,"3,383.54",,"16,225.01",188.89
2018-12-22,B1,,"4,961.69",0.01,"10,554.38","17,016.68",,0
2018-12-22,B2,,"3,678.04",31.81,"8,611.03","33,272.25",,211.11
2018-12-22,B3,0,,35.5,"4,845.40",,"12,880.57",0
2018-12-22,B4,0,,0.4,"3,466.54",,"7,975.01",0
2018-12-22,B5,422.02,,11.37,"1,710.28",,"2,408.34",0
2018-12-22,B6,0,,0.2,"2,810.40",,"17,075.01",369.44
2018-12-23,B1,,"4,888.43",6.67,"10,789.79","15,444.46",,0
2018-12-23,B2,,"4,393.14",22.76,"9,918.41","41,994.48",,122.22
2018-12-23,B3,0,,35.5,"4,852.50",,"11,383.34",0
2018-12-23,B4,0,,0.3,"3,991.68",,"4,936.12",0
2018-12-23,B5,372.2,,9.05,"1,652.22",,"2,125.00",0
2018-12-23,B6,0,,0.1,"2,847.75",,"8,044.45",376.39
2018-12-24,B1,,"4,879.63",0.01,"10,860.70","18,311.13",,0
2018-12-24,B2,,"4,829.81",19.61,"10,022.65","43,936.15",,130.56
2018-12-24,B3,0,,35.5,"4,835.69",,"12,644.45",0
2018-12-24,B4,0,,0.2,"3,488.56",,"6,075.00",0
2018-12-24,B5,316.52,,8.18,"1,667.23",,"2,802.78",0
2018-12-24,B6,0,,0.7,"2,827.61",,"8,627.78",383.33
2018-12-25,B1,,"5,020.31",0.01,"10,837.45","17,277.79",,0
2018-12-25,B2,,"4,692.07",19.7,"9,880.49","39,741.70",,130.56
2018-12-25,B3,0,,35.1,"4,849.80",,"12,402.79",0
2018-12-25,B4,0,,0.1,"3,475.51",,"5,008.34",0
2018-12-25,B5,345.82,,6.7,"1,669.50",,"2,794.45",0
2018-12-25,B6,0,,0.1,"2,834.51",,"8,263.90",361.11
2018-12-26,B1,,"4,979.28",0.59,"10,863.85","18,694.46",,0
2018-12-26,B2,,"4,944.11",22.72,"9,841.51","39,327.81",,127.78
2018-12-26,B3,0,,35.3,"4,886.73",,"12,841.68",0
2018-12-26,B4,0,,0.1,"3,707.44",,"4,902.78",0
2018-12-26,B5,339.96,,8.93,"1,649.13",,"3,352.78",0
2018-12-26,B6,0,,0.2,"3,242.29",,"8,538.90",377.78
2018-12-27,B1,,"4,850.33",6.7,"10,800.03","19,094.46",,0
2018-12-27,B2,,"4,873.77",34.26,"9,912.50","40,138.92",,122.22
2018-12-27,B3,0,,35.9,"4,871.43",,"13,069.45",0
2018-12-27,B4,0,,0.2,"3,675.81",,"4,891.67",0
2018-12-27,B5,334.1,,6.96,"1,622.36",,"3,208.34",0
2018-12-27,B6,0,,0.4,"3,357.23",,"14,575.01",472.22
2018-12-28,B1,,"4,381.41",0.62,"10,628.48","17,961.13",,0
2018-12-28,B2,,"4,431.23",35.67,"10,134.58","40,725.03",,125
2018-12-28,B3,0,,35.9,"4,826.77",,"12,372.23",0
2018-12-28,B4,0,,1,"3,334.15",,"4,747.23",0
2018-12-28,B5,331.17,,7.79,"1,669.85",,"2,888.89",0
2018-12-28,B6,0,,0.1,"3,302.20",,"17,697.24",513.89
2018-12-29,B1,,"4,557.26",0.0,"10,497.18","12,816.68",,0
2018-12-29,B2,,"3,830.44",39.32,"9,943.04","40,144.48",,113.89
2018-12-29,B3,0,,35.7,"4,830.72",,"9,077.79",0
2018-12-29,B4,0,,0.2,"3,406.82",,"3,463.89",0
2018-12-29,B5,380.99,,6.79,"1,628.94",,"1,669.45",0
2018-12-29,B6,0,,0.3,"3,297.04",,"15,916.68",388.89
2018-12-30,B1,,"4,692.07",0.01,"10,768.75","19,133.35",,0
2018-12-30,B2,,"4,211.43",38.31,"9,889.15","41,725.03",,133.33
2018-12-30,B3,0,,35.5,"5,059.80",,"13,502.79",0
2018-12-30,B4,0,,4.5,"3,414.71",,"4,572.23",0
2018-12-30,B5,328.24,,10.18,"1,651.88",,"3,305.56",0
2018-12-30,B6,0,,0.1,"3,375.23",,"17,169.46",497.22
2018-12-31,B1,,"4,542.60",6.77,"10,850.73","23,016.69",,0
2018-12-31,B2,,"5,023.24",37.64,"10,102.15","44,430.59",,175
2018-12-31,B3,0,,0,"4,793.21",,"15,086.12",0
2018-12-31,B4,0,,0.4,"3,439.27",,"5,538.89",0
2018-12-31,B5,293.07,,18.21,"1,697.92",,"4,402.78",0
2018-12-31,B6,0,,0.2,"3,326.97",,"19,230.57",527.78
2019-01-01,B1,,"4,478.13",0.01,"12,166.02","14,030.57",,0
2019-01-01,B2,,"3,918.36",38.97,"10,089.52","35,480.58",,144.44
2019-01-01,B3,0,,0,"5,981.38",,"9,538.90",0
2019-01-01,B4,0,,0.2,"8,459.28",,"3,622.23",0
2019-01-01,B5,363.41,,12.5,"1,683.52",,"1,772.22",0
2019-01-01,B6,0,,0.0,"3,844.01",,"16,425.01",408.33
2019-01-02,B1,,"4,615.87",1.84,"12,005.35","8,691.67",,0
2019-01-02,B2,,"3,461.17",56.27,"11,217.25","32,897.25",,116.67
2019-01-02,B3,0,,44.5,"5,973.31",,"8,300.01",0
2019-01-02,B4,0,,16.7,"8,687.16",,"7,644.45",0
2019-01-02,B5,553.9,,19.7,"1,809.42",,413.89,0
2019-01-02,B6,0,,8.2,"3,713.92",,"18,325.01",116.67
2019-01-03,B1,,"4,387.27",1.51,"11,876.57","9,933.34",,0
2019-01-03,B2,,"3,613.57",53.84,"11,519.49","30,469.47",,119.44
2019-01-03,B3,0,,46.5,"5,931.78",,"9,030.56",0
2019-01-03,B4,0,,25.2,"8,513.78",,"8,155.56",0
2019-01-03,B5,548.04,,10.35,"1,727.01",,775,0
2019-01-03,B6,0,,4.3,"3,680.07",,"15,061.12",138.89
2019-01-04,B1,,"4,554.32",10.43,"10,598.96","11,463.90",,0
2019-01-04,B2,,"3,680.97",45.38,"11,382.97","31,350.03",,125
2019-01-04,B3,0,,0,"5,007.23",,"10,422.23",0
2019-01-04,B4,0,,24.1,"7,156.03",,"8,105.56",0
2019-01-04,B5,518.74,,10.99,"1,749.18",,"1,266.67",0
2019-01-04,B6,0,,3.4,"3,303.92",,"15,608.35",177.78
2019-01-05,B1,,"4,721.37",0.0,"10,618.96","17,419.46",,0
2019-01-05,B2,,"3,698.56",35.84,"8,820.18","31,252.80",,452.78
2019-01-05,B3,0,,36.2,"5,547.91",,"12,497.23",0
2019-01-05,B4,0,,6.3,"7,040.02",,"7,880.56",0
2019-01-05,B5,319.45,,12.71,"1,782.74",,"3,038.89",0
2019-01-05,B6,0,,0.4,"3,272.85",,"17,033.35",433.33
2019-01-06,B1,,"4,750.68",0.01,"12,136.08","15,236.12",,0
2019-01-06,B2,,"3,578.40",41.27,"8,663.57","29,102.80",,125
2019-01-06,B3,0,,36.8,"6,217.61",,"13,491.68",0
2019-01-06,B4,0,,6.1,"9,721.44",,"7,347.23",0
2019-01-06,B5,328.24,,21.72,"1,739.92",,"2,480.56",0
2019-01-06,B6,0,,0.1,"3,761.93",,"16,138.90",266.67
2019-01-07,B1,,"4,774.13",4.57,"11,997.28","20,163.91",,0
2019-01-07,B2,,"4,577.77",64.98,"11,591.50","40,938.92",,150
2019-01-07,B3,0,,50.2,"6,234.05",,"15,480.57",0
2019-01-07,B4,0,,24,"9,810.61",,"10,783.34",0
2019-01-07,B5,337.03,,23.29,"1,785.16",,"3,922.23",0
2019-01-07,B6,0,,7.8,"3,859.14",,"17,908.35",416.67
2019-01-08,B1,,"4,422.44",8.84,"12,261.88","22,008.35",,0
2019-01-08,B2,,"4,777.06",71.17,"11,627.96","43,480.59",,172.22
2019-01-08,B3,0,,49.3,"5,941.35",,"16,327.79",0
2019-01-08,B4,0,,20.1,"9,636.38",,"10,688.90",0
2019-01-08,B5,287.21,,21.65,"1,891.19",,"4,341.67",0
2019-01-08,B6,0,,5.5,"3,814.40",,"19,286.13",447.22
2019-01-09,B1,,"4,475.20",5.43,"12,497.70","20,441.68",,0
2019-01-09,B2,,"4,835.67",72.05,"11,461.67","43,077.81",,144.44
2019-01-09,B3,0,,48.1,"6,265.21",,"14,941.68",0
2019-01-09,B4,0,,10.9,"9,640.27",,"11,005.56",0
2019-01-09,B5,316.52,,29.88,"1,939.47",,"4,366.67",0
2019-01-09,B6,0,,4.4,"3,890.20",,"18,422.24",363.89
2019-01-10,B1,,"4,636.38",4.41,"12,439.21","16,136.12",,0
2019-01-10,B2,,"3,982.84",78.79,"11,939.50","39,544.48",,200
2019-01-10,B3,0,,79.3,"6,165.87",,"10,894.45",0
2019-01-10,B4,0,,31,"9,073.63",,"10,094.45",0
2019-01-10,B5,463.05,,23.91,"1,902.56",,"3,116.67",0
2019-01-10,B6,0,,7.3,"3,869.33",,"17,105.57",247.22
2019-01-11,B1,,"4,504.50",2.73,"11,279.19","14,730.57",,0
2019-01-11,B2,,"3,370.32",76.98,"11,531.31","42,305.59",,430.56
2019-01-11,B3,0,,66.4,"5,087.43",,"9,400.01",0
2019-01-11,B4,0,,26.1,"6,749.06",,"9,013.90",0
2019-01-11,B5,357.55,,22.06,"1,883.49",,"2,319.45",0
2019-01-11,B6,0,,5.6,"3,436.24",,"16,500.01",202.78
2019-01-12,B1,,"4,589.49",7.07,"10,862.58","12,088.90",,0
2019-01-12,B2,,"3,176.89",52.84,"8,612.22","25,691.69",,686.11
2019-01-12,B3,0,,36.8,"5,604.83",,"7,533.34",0
2019-01-12,B4,0,,0.9,"7,156.17",,"6,380.56",0
2019-01-12,B5,430.81,,28.43,"1,978.01",,"1,372.22",0
2019-01-12,B6,0,,0.3,"3,386.75",,"15,688.90",177.78
2019-01-13,B1,,"4,527.95",1.22,"12,685.74","13,369.46",,0
2019-01-13,B2,,"3,030.35",62.61,"8,615.13","29,416.69",,152.78
2019-01-13,B3,0,,36.2,"6,268.18",,"10,130.56",0
2019-01-13,B4,0,,1.8,"9,666.21",,"6,388.89",0
2019-01-13,B5,597.86,,41.81,"1,942.70",,"2,261.11",0
2019-01-13,B6,0,,0.1,"3,931.04",,"15,136.12",219.44
2019-01-14,B1,,"4,413.65",3.8,"12,996.60","14,258.34",,0
2019-01-14,B2,,"3,464.10",89.22,"11,604.58","35,088.92",,175
2019-01-14,B3,0,,87.4,"6,312.16",,"9,541.67",0
2019-01-14,B4,0,,38.5,"9,878.78",,"9,119.45",0
2019-01-14,B5,647.69,,31.1,"1,932.89",,"2,450.00",0
2019-01-14,B6,0,,10.1,"3,966.06",,"16,125.01",222.22
2019-01-15,B1,,"4,583.63",5.81,"12,835.51","19,102.79",,0
2019-01-15,B2,,"3,701.49",90.35,"11,712.52","41,825.03",,625
2019-01-15,B3,0,,76.4,"6,454.56",,"10,827.79",0
2019-01-15,B4,0,,37.8,"10,377.53",,"10,580.56",0
2019-01-15,B5,419.09,,24.3,"1,958.07",,"3,652.78",0
2019-01-15,B6,0,,9.0,"3,905.86",,"17,147.24",336.11
2019-01-16,B1,,"4,598.29",10.4,"13,199.15","19,802.79",,0
2019-01-16,B2,,"3,839.23",86.22,"11,801.20","40,747.25",,186.11
2019-01-16,B3,0,,61.1,"6,772.71",,"11,911.12",0
2019-01-16,B4,0,,36.3,"9,348.51",,"10,625.01",0
2019-01-16,B5,380.99,,23.53,"1,998.89",,"3,872.23",0
2019-01-16,B6,0,,7.6,"3,952.04",,"17,838.90",386.11
2019-01-17,B1,,"5,061.34",3.73,"12,839.47","26,608.35",,0
2019-01-17,B2,,"4,797.57",87.93,"12,269.31","48,541.71",,255.56
2019-01-17,B3,0,,62.7,"6,955.58",,"14,413.90",0
2019-01-17,B4,0,,34,"9,150.04",,"11,833.34",0
2019-01-17,B5,313.59,,24.89,"1,911.00",,"5,280.56",0
2019-01-17,B6,0,,8.0,"3,923.29",,"19,780.57",455.56
2019-01-18,B1,,"5,474.57",5.41,"11,087.98","28,027.80",,0
2019-01-18,B2,,"5,524.39",82.24,"13,059.21","52,827.82",,344.44
2019-01-18,B3,0,,58.7,"5,486.81",,"17,888.90",0
2019-01-18,B4,0,,29.9,"6,644.75",,"11,361.12",0
2019-01-18,B5,322.38,,23.4,"1,888.13",,"5,683.34",0
2019-01-18,B6,0,,6.6,"2,901.80",,"20,591.68",491.67
2019-01-19,B1,,"5,345.62",0.02,"10,820.40","21,150.02",,0
2019-01-19,B2,,"3,830.44",69.25,"9,346.93","38,672.25",,400
2019-01-19,B3,0,,36.5,"5,323.74",,"13,288.90",0
2019-01-19,B4,0,,2.8,"6,706.06",,"8,216.67",0
2019-01-19,B5,348.75,,24.45,"2,013.83",,"4,333.34",0
2019-01-19,B6,0,,0.4,"2,871.54",,"9,472.23",408.33
2019-01-20,B1,,"5,421.81",7.1,"12,794.00","16,211.12",,0
2019-01-20,B2,,"3,021.56",63.77,"8,523.93","34,461.14",,177.78
2019-01-20,B3,0,,37.4,"6,080.99",,"12,586.12",0
2019-01-20,B4,0,,1.4,"9,896.36",,"7,305.56",0
2019-01-20,B5,366.34,,23.88,"1,951.58",,"3,133.34",0
2019-01-20,B6,0,,0.0,"3,905.29",,"7,516.67",330.56
2019-01-21,B1,,"5,401.30",5.28,"13,474.78","18,983.35",,0
2019-01-21,B2,,"2,942.43",102.75,"11,781.78","41,052.81",,277.78
2019-01-21,B3,0,,66.4,"6,135.04",,"11,900.01",0
2019-01-21,B4,0,,38.9,"10,048.11",,"10,255.56",0
2019-01-21,B5,401.51,,23.38,"1,922.62",,"3,616.67",0
2019-01-21,B6,0,,9.2,"3,943.83",,"16,652.79",297.22
2019-01-22,B1,,"5,530.25",7.46,"13,215.37","16,547.24",,0
2019-01-22,B2,,"1,975.30",91.35,"11,973.49","41,580.59",,200
2019-01-22,B3,0,,77.1,"6,285.27",,"11,430.56",0
2019-01-22,B4,0,,38.3,"10,107.98",,"10,397.23",0
2019-01-22,B5,392.72,,23.5,"1,969.91",,"2,775.00",0
2019-01-22,B6,0,,8.4,"4,000.08",,"17,152.79",236.11
2019-01-23,B1,,"5,319.24",8.07,"13,567.23","22,916.69",,0
2019-01-23,B2,,"1,040.40",90.37,"11,969.74","47,527.82",,555.56
2019-01-23,B3,0,,86.2,"6,404.72",,"13,725.01",0
2019-01-23,B4,0,,34.5,"11,532.75",,"11,319.45",0
2019-01-23,B5,369.27,,26.73,"2,002.27",,"4,594.45",0
2019-01-23,B6,0,,9.3,"4,175.44",,"18,477.79",458.33
2019-01-24,B1,,"5,430.61",18.95,"12,986.28","21,530.57",,0
2019-01-24,B2,,504.08,84.96,"13,015.76","48,916.71",,316.67
2019-01-24,B3,0,,86.8,"5,111.23",,"13,469.46",0
2019-01-24,B4,0,,34.8,"9,327.52",,"13,002.79",0
2019-01-24,B5,389.78,,23.78,"1,962.63",,"4,730.56",0
2019-01-24,B6,0,,7.8,"3,854.01",,"20,494.46",338.89
2019-01-25,B1,,"5,515.60",3.11,"11,505.84","15,083.35",,0
2019-01-25,B2,,196.36,76.05,"12,045.26","41,416.70",,152.78
2019-01-25,B3,0,,58,"3,896.34",,"10,111.12",0
2019-01-25,B4,0,,27.8,"6,635.88",,"9,513.90",0
2019-01-25,B5,427.88,,23.31,"2,042.08",,"2,697.22",0
2019-01-25,B6,0,,6.0,"3,336.25",,"16,258.35",191.67
2019-01-26,B1,,"5,207.87",0.0,"11,113.71","9,997.23",,0
2019-01-26,B2,,38.1,65.33,"9,314.62","37,280.59",,319.44
2019-01-26,B3,0,,37.1,"4,299.95",,"6,930.56",0
2019-01-26,B4,0,,7.4,"7,130.28",,"6,288.89",0
2019-01-26,B5,990.58,,29.73,"2,038.74",,"1,475.00",0
2019-01-26,B6,0,,0.5,"3,326.30",,"14,094.46",163.89
2019-01-27,B1,,"4,941.18",0.61,"13,147.06","13,408.34",,0
2019-01-27,B2,,5.86,62.38,"8,844.61","34,730.58",,138.89
2019-01-27,B3,0,,39.9,"5,129.43",,"10,141.67",0
2019-01-27,B4,0,,7.6,"10,096.96",,"6,975.01",0
2019-01-27,B5,609.59,,34.89,"1,977.15",,"2,533.34",0
2019-01-27,B6,0,,0.0,"3,983.09",,"15,122.23",247.22
2019-01-28,B1,,"5,117.02",10.06,"13,825.86","19,672.24",,0
2019-01-28,B2,,0,85.34,"11,432.56","41,116.70",,294.44
2019-01-28,B3,0,,67.7,"5,252.47",,"11,591.68",0
2019-01-28,B4,0,,43.3,"9,940.04",,"10,552.79",0
2019-01-28,B5,507.01,,26.8,"1,922.02",,"3,822.23",0
2019-01-28,B6,0,,10.7,"3,993.13",,"18,008.35",458.33
2019-01-29,B1,,"5,117.02",7.94,"13,574.01","21,802.80",,0
2019-01-29,B2,,2.93,83.87,"11,397.25","43,633.37",,213.89
2019-01-29,B3,0,,74.7,"4,994.22",,"11,883.34",0
2019-01-29,B4,0,,45.2,"9,540.92",,"11,230.56",0
2019-01-29,B5,451.33,,22.56,"2,055.33",,"4,100.00",0
2019-01-29,B6,0,,7.8,"3,922.77",,"18,066.68",366.67
2019-01-30,B1,,"4,838.60",8.89,"13,928.45","14,236.12",,0
2019-01-30,B2,,5.86,81.21,"11,287.10","34,519.47",,175
2019-01-30,B3,0,,69,"5,017.78",,"9,394.45",0
2019-01-30,B4,0,,40.5,"9,704.04",,"9,777.79",0
2019-01-30,B5,380.99,,24.08,"2,081.19",,"2,725.00",0
2019-01-30,B6,0,,8.1,"3,891.16",,"16,066.68",194.44
2019-01-31,B1,,"5,149.26",10.34,"13,159.36","14,408.34",,0
2019-01-31,B2,,0,83.3,"11,011.84","37,488.92",,163.89
2019-01-31,B3,0,,64,"5,236.91",,"8,802.78",0
2019-01-31,B4,0,,38.5,"9,252.98",,"9,797.23",0
2019-01-31,B5,562.7,,24.87,"1,953.19",,"2,775.00",0
2019-01-31,B6,0,,7.9,"3,890.51",,"15,647.23",180.56
2019-02-01,B1,,"4,542.60",15.96,"10,982.48","25,477.80",,0
2019-02-01,B2,,0,79.27,"11,755.50","47,625.04",,241.67
2019-02-01,B3,0,,59.1,"5,089.07",,"13,297.23",0
2019-02-01,B4,0,,32.9,"8,853.93",,"11,288.90",0
2019-02-01,B5,383.92,,22.69,"1,983.96",,"4,788.89",0
2019-02-01,B6,0,,6.6,"3,512.27",,"19,347.24",469.44
